,city,H3_L12,pid,lat,lng,year,month, road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle
78,Singapore,8c6526ac969d5ff,DDwY2HJ9BTsCBikGm6DiwA,1.328798759863196,103.8856685227884,2021,5,0.000000,0.000296,0.260888,0.001893,0.001183,0.001420,0.000828,0.005917,0.126213,0.002544,0.368639,0.000355,0.000118,0.001598,0.000533,0.012663,0.000178,0.000000,0.000000
79,Singapore,8c65263641183ff,dJrSQsv9g3c9Z3iOPRCSDA,1.360558430219707,103.9037748011936,2021,3,0.000355,0.000000,0.003373,0.000296,0.000710,0.001302,0.000473,0.001243,0.362367,0.003964,0.411124,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
80,Singapore,8c6520cb0b157ff,DEot0-3MSML8vTHSRgXmQw,1.379188744817746,103.7603695894,2021,3,0.000059,0.000355,0.147219,0.002012,0.007574,0.003491,0.001716,0.002071,0.141006,0.002899,0.476746,0.000118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
81,Singapore,8c6520c1c21e7ff,dgPS-LWTx9cwKPA9WvAEJg,1.276443001441764,103.6359548359711,2021,2,0.000000,0.000296,0.017751,0.000592,0.001953,0.001716,0.000828,0.001243,0.329172,0.002012,0.428935,0.000118,0.000118,0.000414,0.000059,0.000000,0.000000,0.000059,0.000000
82,Singapore,8c6526aca976dff,dFjwhMmoSLwjP-ctSDecZQ,1.334108469019643,103.9229332074979,2021,6,0.006391,0.000414,0.004852,0.000414,0.000237,0.001598,0.000473,0.000828,0.567041,0.004260,0.198639,0.000059,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000
83,Singapore,8c6520ca1a567ff,dE8VjSLaIT178_PSbNwyrg,1.324495095637578,103.6964374087494,2021,7,0.000000,0.000710,0.130178,0.002071,0.001006,0.002308,0.005325,0.002663,0.263136,0.003018,0.369645,0.000296,0.000118,0.000947,0.003314,0.000533,0.000000,0.000000,0.000000
84,Singapore,8c6520d9b6ecdff,dHuAl746j5mZEukpeQXhFw,1.357961893695133,103.7660152399747,2021,2,0.009645,0.000888,0.078284,0.002544,0.001716,0.002426,0.001657,0.004083,0.648225,0.001775,0.033373,0.000059,0.000000,0.000592,0.000000,0.000000,0.000000,0.000000,0.000000
85,Singapore,8c6520cb59927ff,dLwjM0ZDhQ44tZefgEHy2A,1.360145762135453,103.7637770196678,2021,2,0.000000,0.000355,0.042899,0.001124,0.002722,0.001183,0.001124,0.002071,0.364970,0.003787,0.364793,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
86,Singapore,8c6520d913ac7ff,dhCgi0727skV_5_S2lMf7Q,1.32183218116468,103.821194264428,2021,2,0.000178,0.000473,0.008462,0.000473,0.000414,0.003669,0.001065,0.004438,0.316331,0.003314,0.443077,0.000178,0.000000,0.000296,0.002899,0.000000,0.000000,0.000000,0.000000
87,Singapore,8c6520d96a049ff,DHSH0ZRI-hIIDw4QnEs-Ww,1.325683646476641,103.8680514341392,2021,8,0.000059,0.000296,0.046095,0.002249,0.003550,0.004556,0.002012,0.002012,0.232899,0.001716,0.489586,0.000059,0.000000,0.000059,0.000000,0.000059,0.000059,0.000000,0.000000
88,Singapore,8c6526ac8cb43ff,dHXgHSsYGXcoS53ZIKLjDw,1.324817695877651,103.9229401998471,2021,8,0.000000,0.000592,0.270769,0.001361,0.001183,0.001598,0.001834,0.002308,0.257101,0.002308,0.245030,0.001065,0.000000,0.000059,0.000000,0.000000,0.000059,0.000000,0.000000
89,Singapore,8c6520d9580edff,DIKALpeNFuqMFvcDv01ABw,1.297105489575685,103.8463769035415,2021,2,0.000237,0.000237,0.004438,0.003550,0.000178,0.002604,0.000651,0.002130,0.501716,0.039822,0.229112,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000059,0.000473
90,Singapore,8c6520d828ae5ff,dkMK_9VU2X9weTSTVViYug,1.293577701617856,103.8249792205991,2021,3,0.000355,0.000947,0.079941,0.004201,0.002249,0.002367,0.002012,0.002604,0.425799,0.002781,0.261834,0.000118,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000
91,Singapore,8c6520ca62311ff,DIJDCgLgY2LoGeUBsF65cQ,1.343436727556752,103.7412742696234,2021,2,0.000000,0.000414,0.077515,0.001598,0.002544,0.003728,0.001361,0.006272,0.400355,0.001598,0.289645,0.000118,0.000000,0.000000,0.000000,0.000059,0.000000,0.000000,0.000000
92,Singapore,8c6520cb0a841ff,dii8LwHO-7_cHXUsepGTaw,1.383659849340956,103.7588439076623,2021,3,0.000000,0.000473,0.090237,0.001302,0.003491,0.003254,0.002012,0.004615,0.167692,0.004142,0.491302,0.000533,0.000710,0.004852,0.007396,0.003254,0.000000,0.000000,0.000000
93,Singapore,8c6526349d54dff,dkv93bSJdSNosETWlf2JOQ,1.429916113259045,103.7851058549741,2021,3,0.000000,0.000178,0.054024,0.000888,0.001006,0.004024,0.001479,0.003077,0.258757,0.004083,0.457751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
94,Singapore,8c6526adc80dbff,dhoJa2AoPu9y_RX4lDRuvg,1.348591388953305,103.9660475282982,2021,6,0.000118,0.000533,0.004675,0.032130,0.003195,0.002781,0.002071,0.002722,0.401953,0.007751,0.327101,0.000118,0.000000,0.000118,0.000000,0.000000,0.000000,0.000000,0.000000
95,Singapore,8c6526acc0a39ff,DlXSURlWqSkr38zNqgxNPQ,1.308339000529424,103.9289423335212,2021,8,0.000059,0.000296,0.159172,0.004260,0.023314,0.002544,0.001598,0.002308,0.101124,0.002663,0.483136,0.000059,0.000178,0.003254,0.001302,0.000000,0.000000,0.000000,0.000000
96,Singapore,8c6520cac0f13ff,Djnq6M5BZMm9tZxZ4Im4BA,1.327425332575285,103.6793409737036,2021,3,0.000000,0.000710,0.166627,0.003195,0.001716,0.005325,0.001953,0.003787,0.103195,0.002899,0.493491,0.000237,0.000118,0.001302,0.000533,0.000000,0.000059,0.000059,0.000059
97,Singapore,8c6520db37a6dff,dLYhMyW2YObPvDf9x7GwgQ,1.296052807199031,103.8602418603042,2021,6,0.009763,0.000592,0.030888,0.000888,0.002604,0.001479,0.001124,0.003254,0.617988,0.001775,0.114911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
98,Singapore,8c65263618a33ff,dLhGRKngJ-x2b1NAbhyTDA,1.36707940083452,103.8678910286272,2021,7,0.002840,0.000473,0.089467,0.001065,0.001065,0.002012,0.001183,0.001479,0.418876,0.003254,0.263432,0.000118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
99,Singapore,8c6520cb466e1ff,dkb5uVcHmms-lBrt2xUnVw,1.377742619005289,103.7716393783875,2021,3,0.000414,0.000414,0.064024,0.002308,0.003491,0.003609,0.001361,0.002959,0.357219,0.002663,0.325680,0.000473,0.000237,0.000533,0.003373,0.016509,0.000000,0.000000,0.000000
100,Singapore,8c6526ac3c943ff,DM6G3i-8rY1ivZi8SsQkYg,1.337746800121699,103.9678977289051,2021,3,0.000000,0.000355,0.552426,0.001775,0.002426,0.001598,0.000888,0.001006,0.035680,0.001302,0.186450,0.000118,0.000118,0.000118,0.001006,0.000000,0.000000,0.000000,0.000000
101,Singapore,8c6526366c097ff,DmAwqiv7n-P4DNteI5xvMg,1.383857825894372,103.9158544775771,2021,6,0.000118,0.003550,0.139231,0.003136,0.003491,0.006686,0.001893,0.002663,0.074083,0.029822,0.520059,0.000059,0.000000,0.000059,0.000118,0.000000,0.000000,0.000118,0.000118
102,Singapore,8c6520cb3b66dff,dMgfqlzvjHhNw4kuzUBFog,1.393211492882166,103.7415408608577,2021,3,0.001065,0.000414,0.073136,0.001775,0.004556,0.004793,0.001598,0.003846,0.453550,0.004497,0.235858,0.000059,0.000000,0.000118,0.000000,0.000000,0.000000,0.000000,0.000000
103,Singapore,8c652634ab1d9ff,dNAvJQVRPpST49LmeTv8pg,1.452440417142877,103.8020638750682,2021,7,0.001302,0.000473,0.018107,0.000888,0.000473,0.006982,0.001124,0.003077,0.587751,0.003432,0.161420,0.000237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
104,Singapore,8c6520db386b1ff,dMSavOvqP5dA7oacxpqliw,1.278783275709256,103.8588544782595,2021,6,0.000000,0.000118,0.029172,0.001124,0.000296,0.000473,0.001065,0.000651,0.525325,0.003491,0.223432,0.000059,0.000000,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000
